,mkt_cap,PB_ratio,ROE,Asset_growth
TT,42379419648,6.593863029982418,0.21982001,-0.11397451725770169
TDG,35571728384,-8.964649083417338,-0.17598187311178248,0.1316517994463242
TRV,39540355072,1.3989075,0.13562000000000002,0.06031492344853895
TRMB,20804999168,5.6617947,0.1472,0.03556853946120131
TFC,81390321664,1.147765186498195,0.08165,0.07641446019472475
TWTR,51056185344,6.58263,0.050010000000000006,0.053190609214596174
TYL,19175299072,9.30052,0.09764,0.1896593104442661
TSN,28701126656,1.8015708,0.14885001,0.04672215808979896
UDR,,,,
ULTA,20772423680,10.552038,0.39855,0.04648498151267133
USB,92634357760,2.0265932,0.13912000000000002,0.11803780988482648
UAA,9021042688,5.4505552999999995,0.22038999,0.03862822391350451
UA,8945829888,4.719856,0.22038999,0.03862822391350451
UNP,140752519168,8.670459,0.38251,0.01175554943005852
UAL,16023581696,3.0778792,-0.82392997,0.13185455513105615
UNH,381916217344,5.7532377,0.21114999,0.1345686041095182
UPS,159158059008,22.105904,0.79984003,0.07865945348013215
URI,25508212736,5.3756046,0.22242,-0.058091723774380655
UHS,11335604224,1.7331547,0.176,0.1550043065583957
VLO,31024883712,1.7428644,-0.051760003000000006,-0.03880142581315904
VTR,20523962368,2.058082,0.0152,-0.030892498556629677
VRSN,23608322048,-16.981984559034036,-0.5861668625620235,-0.046978736349176264
VRSK,33510694912,12.186266,0.2756,0.0718051933325774
VZ,223149768704,3.1326284,0.29518998,0.08485330463069918
VRTX,46601060352,5.1884947,0.2383,0.4127375663659101
VFC,26837151744,8.771481,0.2543,0.23540096239633868
VIAC,25897195520,1.4844364488131423,0.17686000000000002,0.06207522436220625
VTRS,16474035200,0.7176946760639712,-0.124230005,0.9693493945065668
V,507295301632,14.334122,0.29637,0.11498608317028136
VNO,8338300416,1.6173357,-0.00483,-0.11293211198570263
VMC,23433945088,3.8189127,0.11205000000000001,0.09748635361772928
WRB,13739931648,2.141909,0.15028000000000002,0.0729412083289327
WAB,17072189440,1.6820916000000001,0.04163,-0.025849600405401074
WMT,390171361280,4.985856,0.12319000000000001,0.06765893570688597
WBA,41361252352,1.9591385,-0.029260002,0.2895943666972396
DIS,322886664192,3.7747995999999997,-0.039240000000000004,0.03899806169580988
WM,65003339776,8.751421,0.22461000000000003,0.057744295858414674
WAT,21367500800,92.74505,17.26095,0.1106213984446951
WEC,28300828672,2.6284644999999998,0.12001,0.05940466585411919
WFC,197779881984,1.1848471,0.09672000000000001,0.014322807909501911
WELL,34625015808,2.1915963,0.03873,-0.026875039450131033
WST,30837635072,16.855103,0.28535998,0.19321773298026823
WDC,17587337216,1.7651400000000002,0.036160000000000005,-0.026848691695108062
WU,8512441344,38.95131,7.60921,0.08423816863618194
WRK,13418285056,1.2229507,-0.0627,-0.04566149479220205
WY,26956754944,2.8881040000000002,0.24555999,-0.00579056442764847
WHR,12834326528,3.0580757,0.42664,0.07780308246385248
WMB,33575964672,2.8761706,0.08247,-0.04072545612510858
WLTW,31147945984,2.70234,0.13140000000000002,0.08764749054366838
WYNN,9951206400,41.968582,5.872905166805399,-0.0001250064792140959
XEL,34429100032,2.3415082,0.10998999,0.06955677132889315
XLNX,38865776640,13.458494,0.27909002,0.17596595511847224
XYL,22029938688,7.4989276,0.1302,0.13488975356679633
YUM,37303160832,-4.727304805251552,-0.11456089215562033,0.11871535079334739
ZBRA,26991634432,11.194931,0.34699002,0.1409467204415198
ZBH,30801131520,2.4740026,0.07596,-0.00896962907945631
ZION,10331875328,1.4023033,0.14544,0.1779188110796277
ZTS,94483382272,23.116505,0.51942,0.17877869207449115
